Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
743f6c23-8050-379d-a15b-b8a2d456cebf,37b4d73f-652d-3033-a16e-d97b9e8b4cda,María Soledad68 Sánchez310,F,GENERAL PRACTICE,25 HIGHLAND AVENUE,NEWBURYPORT,MA,01950,42.812141,-70.886646,494
bf9c458a-9160-346f-b763-1838bbb8d0f6,5844ad77-f653-3c2b-b7dd-e97576ab3b03,Joselyn874 Bayer639,F,GENERAL PRACTICE,40 WRIGHT STREET,PALMER,MA,01069,42.187794,-72.30846899999997,709
1e66e52a-d286-340d-9160-c64f0fb00d69,08bcda9c-f8c8-3244-82d4-fc306a7a55d3,Leslie90 Crona259,F,GENERAL PRACTICE,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,02118,42.33196,-71.020173,546
0f147580-17c4-37dd-8f5b-0c0c4ec72c67,37c0de84-bcaf-3624-82bf-a89b2ac441b8,Dinah304 Schaefer657,F,GENERAL PRACTICE,85 HERRICK STREET,BEVERLY,MA,01915,42.556659,-70.84496,1286
333bb57f-7cc8-300d-9c87-17f3d10e47dd,4861d01f-019c-3dac-a153-8334e50919f9,Ellan282 Jacobi462,F,GENERAL PRACTICE,81 HIGHLAND AVENUE,SALEM,MA,01970,42.50128,-70.897502,2861
bbe6c3f0-c3b9-3637-b27b-8374e65dcd79,a0b6ec0c-e587-3b2a-bf9f-248849f29ee5,Stefania815 Leffler128,F,GENERAL PRACTICE,736 CAMBRIDGE STREET,BRIGHTON,MA,02135,42.33196,-71.020173,356
dbfb7743-6e81-3dcf-9394-cad2051e3fe1,4f3a530e-a2f7-3de0-9a09-c0a70a9ab894,Russel238 Walker122,M,GENERAL PRACTICE,725 NORTH STREET,PITTSFIELD,MA,01201,42.452045,-73.26054,878
7000e318-c61a-36b5-b426-d88679768f62,f71ce1a9-cca7-3295-9a1e-c88ac3479b6f,Marvin195 Glover433,M,GENERAL PRACTICE,157 UNION STREET,MARLBOROUGH,MA,01752,42.349617,-71.547214,1169
b6eda364-e9ff-37be-9a8a-2c96932c66fa,c44f361c-2efb-3050-8f97-0354a12e2920,Louetta798 Thompson596,F,GENERAL PRACTICE,680 CENTER STREET,BROCKTON,MA,02302,42.082543,-71.024638,1643
06e31ae5-b831-385f-951b-548d4ce7fa87,331f4c11-d298-308b-aaa1-d7825b29b57f,Eleonora961 Langosh790,F,GENERAL PRACTICE,201 HIGHLAND STREET,CLINTON,MA,01510,42.411887,-71.690005,266
ed1f2308-a70d-37d4-888c-a9b3f2b0bba7,b1ddf812-1fdd-3adf-b1d5-32cc8bd07ebb,Ester635 Juárez383,F,GENERAL PRACTICE,275 SANDWICH STREET,PLYMOUTH,MA,02360,41.897892,-70.62403,2448
2a87dfa1-05e1-32e5-b10a-63dc3e3dc849,6be05ccf-ef94-341f-a2a3-1cf9bfde1b18,Nathanael908 Friesen796,M,GENERAL PRACTICE,107 LINCOLN STREET,WORCESTER,MA,01605,42.269478,-71.807783,790
148f5171-cf77-35cc-844e-81f69b308bf6,b0e04623-b02c-3f8b-92ea-943fc4db60da,Dong972 Oberbrunner298,M,GENERAL PRACTICE,295 VARNUM AVENUE,LOWELL,MA,01854,42.638893,-71.32210699999997,4088
3be1a5f9-6b1a-3469-a80d-b3bd261b3092,ebc3f5c4-6700-34af-8323-85621c313726,Benedict104 Ziemann98,M,GENERAL PRACTICE,115 WEST SILVER STREET,WESTFIELD,MA,01085,42.138838,-72.755911,1048
af9f5396-5a33-3b4e-89ad-e0bb5cf2ab1c,fd328395-ab1d-35c6-a2d0-d05a9a79cf11,Douglass930 Windler79,M,GENERAL PRACTICE,271 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,1471
5ac37445-7b91-32f5-a2e2-4b2214d00b13,d692e283-0833-3201-8e55-4f868a9c0736,Berry486 Borer986,M,GENERAL PRACTICE,585 LEBANON STREET,MELROSE,MA,02176,42.455723,-71.05901899999998,4553
3380d95d-68ad-33fd-b1f3-79ed07c3cf71,d78e84ec-30aa-3bba-a33a-f29a3a454662,Man114 Kuhic920,M,GENERAL PRACTICE,55 FRUIT STREET,BOSTON,MA,02114,42.33196,-71.020173,263
6bfb6bd5-96b5-30db-b3cc-14184985bb7e,8ad64ecf-c817-3753-bee7-006a8e662e06,Thea616 Harris789,F,GENERAL PRACTICE,88 WASHINGTON STREET,TAUNTON,MA,02780,41.903323,-71.094984,950
73196e55-f660-3396-ad66-877ce65f1bf9,23834663-ed53-3da9-b330-d6e1ecb8428e,Isreal8 Kihn564,M,GENERAL PRACTICE,363 HIGHLAND AVENUE,FALL RIVER,MA,02720,41.725351,-71.094162,1977
ed66d7f6-7b60-30d5-9245-2d21f2d431d3,44bef9d3-91c2-3005-93e0-ccf436348ff0,Harris789 Blanda868,M,GENERAL PRACTICE,243 CHARLES STREET,BOSTON,MA,02114,42.33196,-71.020173,324
4ede22c9-2621-3ce4-a80b-560262a709d1,60457c13-adb2-3415-82c5-86ab5dab5f93,Margery365 Paucek755,F,GENERAL PRACTICE,759 CHESTNUT STREET,SPRINGFIELD,MA,01199,42.115454,-72.539978,1331
32cf76b0-aca4-3b06-af49-9792f5db13cc,a9f20dc1-5147-3789-bcef-bbecb41c5983,Deon400 Schulist381,M,GENERAL PRACTICE,70 EAST STREET,METHUEN,MA,01844,42.742751,-71.178588,1444
badc80c1-d400-3d7a-8e09-d71b2b971552,7fb56531-86bd-3e4a-8619-4df9942da309,Jenniffer979 Ebert178,F,GENERAL PRACTICE,148 CHESTNUT STREET,NEEDHAM,MA,02494,42.281593,-71.242414,1347
eaba10d2-4a41-3e61-8bad-2f67a470bda4,03347b4d-994e-302b-848b-58019a4e274d,Lionel365 Lynch190,M,GENERAL PRACTICE,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,01742,42.269478,-71.807783,893
768ac3cc-e449-3eb4-be2d-f10a52fe25a1,cb6a50e0-af76-3758-99ad-3200ede03fff,Trina350 Cummings51,F,GENERAL PRACTICE,330 BROOKLINE AVENUE,BOSTON,MA,02215,42.33196,-71.020173,296
a1d3bf77-81bb-3e39-afcb-d0b50e0fabb0,9a7149fa-49fc-3c87-b935-d29c55808717,Marcelene872 Mayert710,F,GENERAL PRACTICE,125 PARKER HILL AVENUE,BOSTON,MA,02120,42.33196,-71.020173,414
31eee4cf-44e3-3047-9319-7af1bd18fe8d,24cb4eab-6166-3530-bddc-a5a8a14a4fc1,Wilton999 Pollich983,M,GENERAL PRACTICE,14 PROSPECT STREET,MILFORD,MA,01757,42.158692,-71.521419,2108
8e226528-b41a-35b7-95c7-58da39efa602,e44f438a-601b-30fb-85eb-bfaf8ddcb5ad,Domenica436 Tremblay80,F,GENERAL PRACTICE,242 GREEN STREET,GARDNER,MA,01440,42.586516,-71.988062,1861
40938a5f-383a-3f1f-b1b9-6c23fde1adde,ac8356a5-78f8-3a63-8a1e-59e832fd54e7,Jocelyn538 Green467,F,GENERAL PRACTICE,200 GROTON ROAD,AYER,MA,01432,42.562221,-71.58484399999998,880
78c75df4-caf0-3d72-9449-07bc411b5b7f,db0acede-4abe-3c01-8d03-5c68a190d8c7,Amira620 Nienow652,F,GENERAL PRACTICE,55 FOGG ROAD,SOUTH WEYMOUTH,MA,02190,42.24158900000001,-71.082651,1251
552545e5-81f4-3bcf-8bcc-7fa96c945b95,3d10019f-c88e-3de5-9916-6107b9c0263d,Van763 Franecki195,F,GENERAL PRACTICE,2014 WASHINGTON STREET,NEWTON,MA,02462,42.331876,-71.208402,2802
4d9d404b-a1fa-362a-87aa-1bb6b9443b5a,f4e7709c-02f6-37ca-aeea-8247d74e88e7,Andrea7 Hirthe744,M,GENERAL PRACTICE,41 HIGHLAND AVENUE,WINCHESTER,MA,01890,42.452752,-71.144319,2744
aad6a9db-d8bc-3af8-bcf7-cc335461fb64,12c9daf5-a29c-36c9-ac55-28972463e566,Patria17 Rutherford999,F,GENERAL PRACTICE,199 REEDSDALE ROAD,MILTON,MA,02186,42.24158900000001,-71.082651,1104
74f691f5-1ed4-331b-a195-c732b6466612,27379046-608b-32f0-9df7-8c833cf5d11d,Elinore878 Mosciski958,F,GENERAL PRACTICE,75 FRANCIS STREET,BOSTON,MA,02115,42.33196,-71.020173,133
68700857-8677-3d47-b506-f1cbc10e5f06,226098a2-6a40-3588-b5bb-db56c3a30a04,Elayne206 Renner328,F,GENERAL PRACTICE,235 NORTH PEARL STREET,BROCKTON,MA,02301,42.082543,-71.024638,1900
555dc071-c05d-3c1d-8037-e7be3a9938a5,b7175ab4-bde5-3848-891b-579bccb77c7c,Arnette709 Conroy74,F,GENERAL PRACTICE,800 WASHINGTON STREET,BOSTON,MA,02111,42.33196,-71.020173,239
7503785d-cba3-3383-92a2-ed2a5c525e6a,d733d4a9-080d-3593-b910-2366e652b7ea,Garry927 Witting912,M,GENERAL PRACTICE,1153 CENTRE STREET,BOSTON,MA,02130,42.33196,-71.020173,532
470f0c49-ef93-389b-a13f-12595ce4c9aa,3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,Courtney281 Bradtke547,M,GENERAL PRACTICE,800 WASHINGTON STREET,NORWOOD,MA,02062,42.18736,-71.195955,1902
a692546d-1b84-3b91-a534-53740c5996f2,d5117822-5756-389d-9547-891a372d580f,Regena252 Kunde533,F,GENERAL PRACTICE,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,02540,41.57072,-70.556682,4021
af494d1d-524c-3660-908b-3fdd6bd63dda,f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,Keven605 Mueller846,M,GENERAL PRACTICE,55 LAKE AVENUE NORTH,WORCESTER,MA,01655,42.269478,-71.807783,838
7db0aff3-332d-30f0-bd2f-fb6a46a3820f,6f122869-a856-3d65-8db9-099bf4f5bbb8,Jarrod316 Crooks415,M,GENERAL PRACTICE,41 & 45 MALL ROAD,BURLINGTON,MA,01803,42.503227,-71.201713,1315
fb03cb4d-9be7-3bcd-9fe7-e3c3bc1f4bba,465de31f-3098-365c-af70-48a071e1f5aa,Alta896 Schiller186,F,GENERAL PRACTICE,115 LINCOLN STREET,FRAMINGHAM,MA,01701,42.307905,-71.436196,2258
046bbae8-19f2-32ed-971a-d2aa4c6e32a5,1eaf97fa-9de6-38de-a9c4-6efe5dc574be,Aline709 Turner526,F,GENERAL PRACTICE,123 SUMMER STREET,WORCESTER,MA,01608,42.269478,-71.807783,736
80a41aa7-78cf-3cbe-a4c3-d72918e968f7,80e919cc-df1a-3838-b75e-541564a286e5,Donnell534 Lehner980,M,GENERAL PRACTICE,57 PROSPECT STREET,NANTUCKET,MA,02554,41.293416,-70.10216899999999,886
bf31a8a5-eba6-39e5-b218-2c4e6033aa12,8e00f524-3a5f-313e-9542-378dfc61193f,Rodrick370 Corkery305,M,GENERAL PRACTICE,ONE HOSPITAL ROAD  FIRST FL  WING 5   PO BOX 1477,OAK BLUFFS,MA,02557,41.45716,-70.556101,557
bca2358a-cb0c-3fe5-99df-0ec75bb17518,56e0b3b3-4fac-3776-8fc9-7b465eb2fc17,Lynn917 Goodwin327,M,GENERAL PRACTICE,29 LEWIS AVENUE,GREAT BARRINGTON,MA,01230,42.19397,-73.361473,245
522df3de-0617-356f-801b-fd1e259a6a4d,161a799c-4894-36f6-8ca7-2a71c8107f79,Man114 Torp761,M,GENERAL PRACTICE,2033 MAIN STREET,ATHOL,MA,01331,42.593384,-72.230228,40
2163c963-0c99-3f04-9377-4aa8104d7d45,956ccb85-bea0-30f9-af48-52f5dd95ff72,Irwin931 Ankunding277,M,GENERAL PRACTICE,30 WARREN STREET,BRIGHTON,MA,02135,42.33196,-71.020173,450
a3f0d4fe-ed4f-3270-acbe-cc420eab6762,d7b11827-25f2-350b-bcd8-939fc59851b0,Adrian111 Murazik203,M,GENERAL PRACTICE,300 LONGWOOD AVENUE,BOSTON,MA,02115,42.33196,-71.020173,340
7fbd5f67-bca2-3b85-adcb-39e84ccc47ab,5103c940-0c08-392f-95cd-446e0cea042a,Harris789 Funk324,M,GENERAL PRACTICE,516 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,1236
f964c44c-8bdc-35c4-b429-4003620f6d06,ff9863d3-3fa3-3861-900e-f00148f5d9c2,Roscoe437 Hilll811,M,GENERAL PRACTICE,51 BLOSSOM STREET,BOSTON,MA,02114,42.33196,-71.020173,35
fa59900c-c41f-386e-a690-086064e4e4bc,72a10c1a-ee7c-3a01-97b1-33f63244c13e,Hortense60 Zieme486,F,GENERAL PRACTICE,200 Springs Rd.,Bedford,MA,01730,42.503376,-71.272644,613
e5867298-6e49-3efb-8b07-1d9f4376e758,1bd44727-a8e3-322d-9c14-a5c529d6ce6d,Derrick232 Wintheiser220,M,GENERAL PRACTICE,940 Belmont Street,Brockton,MA,02301,42.065655,-71.05398,114
fffebb65-08eb-3ed3-b3cd-db8d35782dc3,be4c63f3-8d38-3fa9-a183-62045b5c85f6,Aron520 Botsford977,M,GENERAL PRACTICE,150 South Huntington Avenue,Jamaica Plain,MA,02130,42.32809,-71.11076,839
08917384-5117-3103-8c40-ee3ca4409086,a7500efb-720b-3e44-990a-0c3edc5a3990,Arlette667 Quitzon246,F,GENERAL PRACTICE,1400 VFW Parkway,West Roxbury,MA,02132,42.2793,-71.1657,41
13ddf44c-81a6-32e3-9b28-039890f981e2,ae67223f-808e-33d3-a83e-066deebf35ed,Melania287 Smitham825,F,GENERAL PRACTICE,421 North Main Street,Leeds,MA,01053,42.345066,-72.68291,64
d4956b42-8695-3896-a0d6-056f01841974,05462bf2-25d4-3ecd-afdf-bb3e1140929a,Lorette239 King743,F,GENERAL PRACTICE,251 Causeway St.,Boston,MA,02114,42.3665,-71.05931,706
2ba7d16e-96f4-3467-8cbf-b2bf7baa5cb9,5573d6f9-681b-3f8f-9264-2da0fec29b1e,Sancho742 Padilla483,M,GENERAL PRACTICE,130 Marshall Road,Lowell,MA,01852,42.62101,-71.31481,170
8a7a134f-73bf-3ae4-b966-a83014827e8a,53b25c4b-e95f-3dd1-8e69-d427cdd83631,Tanesha560 Schumm995,F,GENERAL PRACTICE,61 Lincoln Street  Suite 112,Framingham,MA,01702,42.28348,-71.41845,289
fb569eb0-8aa3-3caa-b16e-48810be9469c,e0c85f99-d520-3f26-8dcd-cfbf172afc5a,Leigh689 D'Amore443,M,GENERAL PRACTICE,108 Merrimack St.,Haverhill,MA,01830,42.77449,-71.07901,258
863b4765-f69b-3d74-b6f6-1c56b1f9358e,ed146054-9dd5-3f0b-83df-d29d983039c3,María José279 Correa904,F,GENERAL PRACTICE,233 Stevens St,Hyannis,MA,02601,41.651745,-70.294235,332
e706350e-3d95-3c45-8e30-eb5248a78b2e,3490b118-b33a-38e3-b763-f6f8f0039d6b,Luisa710 Ocampo729,F,GENERAL PRACTICE,130 Marshall Road,Lowell,MA,01852,42.62101,-71.31481,29
ae7435ff-aa5b-3288-8b02-4c078cb3418a,8881e3ee-e915-31b3-867f-8e2fbe41e887,Tera136 Tromp100,F,GENERAL PRACTICE,225 Boston Road  Suite 107,Lynn,MA,01904,42.470093,-70.95994,636
8ccd46ea-04ca-3e2f-a9d2-10056344b06f,0b78995f-8b45-34d3-969d-afcc456bb1c7,Alleen813 Anderson154,F,GENERAL PRACTICE,175 Elm Street,New Bedford,MA,02740,41.635937,-70.92991,1515
05fcba39-44a5-33f1-ac3b-5eb952c73dc4,de7eebed-6d89-3e62-b8d3-59d80c664399,Nanci249 Nitzsche158,F,GENERAL PRACTICE,73 Eagle Street,Pittsfield,MA,01201,42.451427,-73.25195,4
5cf31ef3-4f6a-3033-9d70-81a24bfa400a,18f774ab-db01-37ba-95c4-44c4eab47089,Ahmed109 Hoeger474,M,GENERAL PRACTICE,110 West Squantum Street,Quincy,MA,02169,42.272617,-71.03133,159
0030231b-9374-3a38-a4b1-cbb59e315f32,37eb7694-de8f-3407-b95f-1a6a31fb0f6a,Kim439 Zieme486,M,GENERAL PRACTICE,25 Bond Street,Springfield,MA,01104,42.110065,-72.60007,32
0a0749ff-caea-3cdc-8744-36085eefc46c,3fbe3da9-8e41-3118-a253-7e2d1b46480f,Adriana394 Heredia716,F,GENERAL PRACTICE,1041L Pearl St.,Brockton,MA,02301,42.055134,-71.06661,303
7a122743-d41b-3631-a1e6-f7edf6fe13a8,5b7aa5b4-aa6f-3acc-bd96-01ce774cb614,Claud279 Braun514,M,GENERAL PRACTICE,10 George Street  Gateway Center,Lowell,MA,01852,42.642513,-71.3062,13
ac8785e5-8d2a-3003-8523-f3027fe5b996,78dbf052-6958-3c67-af45-b5a450b70fe4,Josh874 Stamm704,M,GENERAL PRACTICE,95 Ashley Avenue  Suite A,West Springfield,MA,01089,42.139397,-72.62382,47
1fb12bcd-7cc0-3f98-8baf-72dd7dbed7d6,3a2242e0-de37-303b-bdfc-e160c7eae518,Normand813 Schultz619,M,GENERAL PRACTICE,255 Park Ave Suite # 900,Worcester,MA,01609,42.265556,-71.818665,237
7bd7a4d3-514e-36e1-bb14-2bc9c561aa71,05f449e8-89fc-3204-ac89-2416cc734431,Melita22 Welch179,F,CLINICAL PSYCHOLOGIST,124 HARVARD ST,BROOKLINE,MA,02446-6499,42.323853,-71.142003,0
d0a8afaa-ae87-3991-b21b-c4d562b9f5e7,05f449e8-89fc-3204-ac89-2416cc734431,Ricky354 Wunsch504,M,CLINICAL PSYCHOLOGIST,124 HARVARD ST,BROOKLINE,MA,02446-6499,42.323853,-71.142003,0
82b01ba2-10a5-3e69-b400-a65161c3906c,05f449e8-89fc-3204-ac89-2416cc734431,Julius90 Welch179,M,GENERAL PRACTICE,124 HARVARD ST,BROOKLINE,MA,02446-6499,42.323853,-71.142003,60
ea66099a-b0a5-3464-9650-111082ef09d2,d5f4875f-6df2-32a8-a01b-47267f47fc49,Imogene688 Gulgowski816,F,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
da00d3d5-f546-36ec-8825-75c5d5931df3,d5f4875f-6df2-32a8-a01b-47267f47fc49,Genoveva361 Carroll471,F,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
1133d339-e80f-3817-98f8-f71bf75b5b31,d5f4875f-6df2-32a8-a01b-47267f47fc49,Grant908 Olson653,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
7bd5ba53-0377-39df-ba5d-0fd3855f7cc4,d5f4875f-6df2-32a8-a01b-47267f47fc49,Ana Luisa894 Alarcón922,F,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
2a540fba-c3fa-307f-9a34-ac39f459d3e8,d5f4875f-6df2-32a8-a01b-47267f47fc49,Raquel318 Borrego496,F,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
3cf8dac7-b89f-3a19-a9a7-29639bd2cce0,d5f4875f-6df2-32a8-a01b-47267f47fc49,Deloise241 Brown30,F,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
51c08e41-fb70-3c36-b2ca-6a31a2c682bf,d5f4875f-6df2-32a8-a01b-47267f47fc49,Imogene688 Gulgowski816,F,GENERAL PRACTICE,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,55
3fe472f0-4447-3bfa-8351-f84b20b3bfd4,b7dc82e4-3595-391b-a897-495dd7e5cf38,Cleora578 Ward668,F,CLINICAL SOCIAL WORKER,99 WALNUT ST,SAUGUS,MA,01906-1980,42.468432,-71.01394599999999,0
057802cf-486d-32e5-8a4a-b70ef2936b73,b7dc82e4-3595-391b-a897-495dd7e5cf38,Alba338 Rodriguez71,F,CLINICAL SOCIAL WORKER,99 WALNUT ST,SAUGUS,MA,01906-1980,42.468432,-71.01394599999999,0
d9a365bd-8d96-3865-a5e0-1107c1bd082b,b7dc82e4-3595-391b-a897-495dd7e5cf38,Sid118 Ward668,M,GENERAL PRACTICE,99 WALNUT ST,SAUGUS,MA,01906-1980,42.468432,-71.01394599999999,180
639936c4-7971-3356-9e89-3053d44d00b2,6725cc67-119b-38a5-9fc8-c104c2b7f993,Graig740 Beier427,M,CHIROPRACTIC,1010 MAIN ST,HOLDEN,MA,01520-1237,42.355801,-71.862574,0
792cbfc3-cf79-38ec-9297-07bdc44f5539,6725cc67-119b-38a5-9fc8-c104c2b7f993,Pablo44 Pérez790,M,GENERAL PRACTICE,1010 MAIN ST,HOLDEN,MA,01520-1237,42.355801,-71.862574,68
b71d4aa9-239f-3958-a084-58cd3283b608,74ca5d2d-64c4-3c28-aceb-3096a2c7c37a,Nickie321 Stark857,F,PSYCHIATRY,33 POND AVE,BROOKLINE,MA,02445-7163,42.323853,-71.142003,0
00b213b6-92d6-3e16-9809-8a93226ca5d4,74ca5d2d-64c4-3c28-aceb-3096a2c7c37a,Quintin944 Towne435,M,PSYCHIATRY,33 POND AVE,BROOKLINE,MA,02445-7163,42.323853,-71.142003,0
28668761-c634-36a8-8609-6b306407414b,74ca5d2d-64c4-3c28-aceb-3096a2c7c37a,Jesse626 Stark857,M,PHYSICAL THERAPY,33 POND AVE,BROOKLINE,MA,02445-7163,42.323853,-71.142003,0
72d70189-b4a9-3537-bb9b-89eaee132bfd,74ca5d2d-64c4-3c28-aceb-3096a2c7c37a,Mercedez75 Towne435,F,PHYSICAL THERAPY,33 POND AVE,BROOKLINE,MA,02445-7163,42.323853,-71.142003,0
ebfdd19f-78ed-3ba2-81b6-7d0de2586af7,74ca5d2d-64c4-3c28-aceb-3096a2c7c37a,Erich201 Dooley940,M,PHYSICAL THERAPY,33 POND AVE,BROOKLINE,MA,02445-7163,42.323853,-71.142003,0
cd25a4fd-c530-3862-9c44-e7065fd803e6,74ca5d2d-64c4-3c28-aceb-3096a2c7c37a,Elli820 Auer97,F,PHYSICAL THERAPY,33 POND AVE,BROOKLINE,MA,02445-7163,42.323853,-71.142003,0
df394be4-3f57-3e4b-8255-bee8d37b885c,74ca5d2d-64c4-3c28-aceb-3096a2c7c37a,Lauran65 Heaney114,F,PHYSICAL THERAPY,33 POND AVE,BROOKLINE,MA,02445-7163,42.323853,-71.142003,0
8d06a2b9-0d5a-300b-be32-b72334509b80,74ca5d2d-64c4-3c28-aceb-3096a2c7c37a,Kellee902 Crooks415,F,PHYSICAL THERAPY,33 POND AVE,BROOKLINE,MA,02445-7163,42.323853,-71.142003,0
08cee7d9-b466-37c9-9261-3b752eb52479,74ca5d2d-64c4-3c28-aceb-3096a2c7c37a,Cassidy160 Kovacek682,F,PHYSICAL THERAPY,33 POND AVE,BROOKLINE,MA,02445-7163,42.323853,-71.142003,0
6899b9c7-91bd-3f94-bc8d-c84033f95fd1,74ca5d2d-64c4-3c28-aceb-3096a2c7c37a,Lou594 Lang846,M,PHYSICAL THERAPY,33 POND AVE,BROOKLINE,MA,02445-7163,42.323853,-71.142003,0
bbac3be2-92ef-3eb8-b7b1-34b81b0165de,74ca5d2d-64c4-3c28-aceb-3096a2c7c37a,Denae137 Smith67,F,PHYSICAL THERAPY,33 POND AVE,BROOKLINE,MA,02445-7163,42.323853,-71.142003,0
eaa64565-642b-388b-91fc-5743aa5d18c0,74ca5d2d-64c4-3c28-aceb-3096a2c7c37a,Bradford382 O'Keefe54,M,PHYSICAL THERAPY,33 POND AVE,BROOKLINE,MA,02445-7163,42.323853,-71.142003,0
f3bbad8b-e6a3-303c-8fae-fa89b7b7866f,74ca5d2d-64c4-3c28-aceb-3096a2c7c37a,Jesse626 Stark857,M,GENERAL PRACTICE,33 POND AVE,BROOKLINE,MA,02445-7163,42.323853,-71.142003,61
7f5be016-f9b8-3d25-8fd8-9d42dafc8fae,7ae92f6b-21d5-3e24-8265-d69bd2b9b4ca,Sammie902 Watsica258,M,PSYCHIATRY,43 PENNYWISE PATH,EDGARTOWN,MA,02539-7031,41.37295,-70.482349,0
5959257f-e874-30dd-8b85-9820d686b213,7ae92f6b-21d5-3e24-8265-d69bd2b9b4ca,Sammie902 Watsica258,M,GENERAL PRACTICE,43 PENNYWISE PATH,EDGARTOWN,MA,02539-7031,41.37295,-70.482349,61
a94a7b10-14c8-38f5-8c9c-b431dcbfbb48,d49e6f3e-feab-38e0-adeb-6d0cc8a92c5e,Antonia30 Frami345,M,NURSE PRACTITIONER,591 N AVE,WAKEFIELD,MA,01880-1648,42.50436,-71.064061,0
39fcc183-441d-3609-9c0c-7f888d06a88b,d49e6f3e-feab-38e0-adeb-6d0cc8a92c5e,Antonia30 Frami345,M,CLINICAL PSYCHOLOGIST,591 N AVE,WAKEFIELD,MA,01880-1648,42.50436,-71.064061,0
